"","C.Acidobacteria.01","Iamia.01","F.Acidimicrobiales.01","Actinomyces.01","F.Actinomycetaceae.01","F.Actinomycetaceae.02","Actinopolyspora.01","Alloscardovia.01","Bifidobacterium.01","Corynebacterium.01","Corynebacterium.02","F.Corynebacteriaceae.01","F.Corynebacteriaceae.02","Mycobacterium.01","Gordonia.01","O.Corynebacteriales.01","Blastococcus.01","F.Sporichthyaceae.01","Quadrisphaera.01","Brachybacterium.01","Yimella.01","Aquipuribacter.01","Janibacter.01","F.Intrasporangiaceae.01","Frigoribacterium.01","Microbacterium.01","Arthrobacter.01","Kocuria.01","Micrococcus.01","Nesterenkonia.01","Rothia.01","Sanguibacter.01","O.Micrococcales.01","Nocardioides.01","Friedmanniella.01","Microlunatus.01","Propionibacterium.01","Propioniciclava.01","F.Propionibacteriaceae.01","F.Propionibacteriaceae.02","Pseudonocardia.01","Streptomyces.01","Nocardiopsis.01","C.Actinobacteria.01","Atopobium.01","Eggerthella.01","Olsenella.01","Slackia.01","F.Coriobacteriaceae.01","O.Gaiellales.01","P.Actinobacteria.01","Porphyromonas.01","Tannerella.01","F.Porphyromonadaceae.01","Alloprevotella.01","Prevotella.01","Prevotella.02","Prevotella.03","Prevotella.04","F.Prevotellaceae.01","RikenellaceaeRC9gutgroup.01","O.Bacteroidales.01","Hymenobacter.01","Nibribacter.01","Pontibacter.01","Salinibacter.01","Bergeyella.01","Capnocytophaga.01","Chryseobacterium.01","Cloacibacterium.01","Flavobacterium.01","F.Flavobacteriaceae.01","F.NS11.12marinegroup.01","Pedobacter.01","F.WCHB1.69.01","P.Bacteroidetes.01","Camelinasativa.01","C.Chloroplast.01","C.Chloroplast.02","Pleurocapsa.01","Deinococcus.01","Bacillus.01","Oceanobacillus.01","Salimicrobium.01","Gemella.01","Exiguobacterium.01","Planococcus.01","Planomicrobium.01","F.Planococcaceae.01","Aliicoccus.01","Jeotgalicoccus.01","Salinicoccus.01","Staphylococcus.01","Planifilum.01","Shimazuella.01","O.Bacillales.01","Abiotrophia.01","Aerosphaera.01","Alloiococcus.01","Atopostipes.01","Carnobacterium.01","Dolosigranulum.01","Granulicatella.01","F.Carnobacteriaceae.01","Enterococcus.01","Lactobacillus.01","Fructobacillus.01","Streptococcus.01","O.Lactobacillales.01","O.RS.F29.01","C.Bacilli.01","Clostridiumsensustricto.01","Proteiniclasticum.01","F.ClostridialesvadinBB60group.01","Anaerococcus.01","Finegoldia.01","Parvimonas.01","Peptoniphilus.01","FamilyXIIIUCG.001.01","Mogibacterium.01","X.Eubacterium.brachygroup.01","X.Eubacterium.nodatumgroup.01","F.FamilyXIII.01","F.FamilyXIII.02","Anaerostipes.01","Blautia.01","Butyrivibrio.01","Catonella.01","Dorea.01","Fusicatenibacter.01","Johnsonella.01","Lachnoanaerobaculum.01","Lachnospira.01","LachnospiraceaeNK4A136group.01","LachnospiraceaeUCG.008.01","Oribacterium.01","Pseudobutyrivibrio.01","Roseburia.01","Stomatobaculum.01","X.Eubacterium.halliigroup.01","X.Eubacterium.ventriosumgroup.01","X.Ruminococcus.gauvreauiigroup.01","F.Lachnospiraceae.01","F.Lachnospiraceae.02","Peptococcus.01","Filifactor.01","Peptoclostridium.01","Peptostreptococcus.01","F.Peptostreptococcaceae.01","Faecalibacterium.01","Ruminiclostridium.01","Ruminococcaceae.01","Ruminococcaceae.02","Ruminococcus.01","Subdoligranulum.01","F.Ruminococcaceae.01","O.Clostridiales.01","F.Thermoanaerobacteraceae.01","Bulleidia.01","ErysipelotrichaceaeUCG.006.01","Solobacterium.01","Phascolarctobacterium.01","Anaerovibrio.01","Centipeda.01","Dialister.01","Megasphaera.01","Selenomonas.01","Selenomonas.02","Veillonella.01","F.Veillonellaceae.01","F.Veillonellaceae.02","P.Firmicutes.01","Fusobacterium.01","Leptotrichia.01","O.Fusobacteriales.01","Brevundimonas.01","Caulobacter.01","Phenylobacterium.01","F.Caulobacteraceae.01","O.OCS116clade.01","Aureimonas.01","Bosea.01","Bradyrhizobium.01","Devosia.01","Methylobacterium.01","Mesorhizobium.01","F.Phyllobacteriaceae.01","Rhizobium.01","O.Rhizobiales.01","Paracocccus.01","Rubellimicrobium.01","Stappia.01","F.Rhodobacteraceae.01","Achromobacter.01","Alcaligenes.01","F.Alcaligenaceae.01","Burkholderia.01","Lautropia.01","Ralstonia.01","F.Burkholderiaceae.01","Acidovorax.01","Comamonas.01","Delftia.01","Hydrogenophaga.01","Ottowia.01","Pelomonas.01","Roseateles.01","Schlegelella.01","Tepidimonas.01","Variovorax.01","F.Comamonadaceae.01","Massilia.01","F.Oxalobacteraceae.01","O.Burkholderiales.01","F.Methylophilaceae.01","Kingella.01","Neisseria.01","F.Neisseriaceae.01","F.Neisseriaceae.02","Propionivibrio.01","C.Betaproteobacteria.01","Bdellovibrio.01","Aeromonas.01","Cardiobacterium.01","Cellvibrio.01","Enterobacter.01","Escherichia.Shigella.01","Proteus.01","F.Enterobacteriaceae.01","Alcanivorax.01","Halomonas.01","O.Oceanospirillales.01","Actinobacillus.01","Aggregatibacter.01","Haemophilus.01","Acinetobacter.01","Alkanindiges.01","Moraxella.01","Psychrobacter.01","Pseudomonas.01","O.Pseudomonadales.01","Lysobacter.01","Silanimonas.01","Stenotrophomonas.01","Thermomonas.01","F.Xanthomonadaceae.01","C.Gammaproteobacteria.01","P.Proteobacteria.01","CandidatusSaccharimonas.01","P.Saccharibacteria.01","Treponema2.01","Fretibacterium.01","Mycoplasma.01","Akkermansia.01","K.Bacteria.01","Unassigned"
"Pelomonas.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77758777141571,0,0,0,0,0,0,1,0,0,0,0,0.595730781555176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseateles.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600591659545898,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.504496991634369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.663421452045441,0,0,0,0,0,0,0.552544295787811,0,0,0,0
"Schlegelella.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558997094631195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600591659545898,0,0,0,0,0,0.680355131626129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0,0,0,0,0,0,0,0,0,0.600591659545898,0,0,0,0,0,0.525949835777283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600591659545898,0,0,0,0.589345157146454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541720449924469,0,0,0,0,0,0,0,0.534071505069733,0,0,0,0,0,0.600591659545898,0,0,0.504496991634369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530855596065521,0,0,0,0,0,0,0,0.552544295787811,0,0.504496991634369,0,0,0.552544295787811,0,0,0,0,0,0.651498317718506,0,0,0,0
"Tepidimonas.01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.552544295787811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504496991634369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,1,1,0,0,0,0.721110284328461,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Variovorax.01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.552544295787811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504496991634369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,1,1,0,0,0,0.721110284328461,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F.Comamonadaceae.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595730781555176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massilia.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0.626465559005737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575900554656982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521815955638885,0.521815955638885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600939691066742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643882632255554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F.Oxalobacteraceae.01",0,0,0,0,0.552544295787811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0,0,0,0,0,0,0.504496991634369,0,0,0,0,0,0,0,0,0,0,0.504496991634369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504496991634369,0,0,0,0
"O.Burkholderiales.01",0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794225573539734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.525822222232819,0.663421452045441,0,0,0,0,0.721110284328461,0.721110284328461,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F.Methylophilaceae.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kingella.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0.600591659545898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria.01",0,0,0,0.609876334667206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.505601167678833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623638510704041,0,0,0.573420107364655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64077615737915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61837100982666,0.583164811134338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602627336978912,0.531989216804504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563797235488892,0.516139209270477,0,0,0,0.779103219509125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.496725797653198,0.798551678657532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503224432468414,0,0.655351340770721,0,0,0,0,0,0,0,0,0,0,0,0,0.89697653055191,0,0.535976350307465,0,0,0,0,0.545707762241364,0
"F.Neisseriaceae.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520719170570374,0,0,0,0,0,0,0,0,0.542494714260101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500267684459686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565376341342926,0,0,0,0.518825650215149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496725797653198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617419362068176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F.Neisseriaceae.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.555449485778809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501602351665497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885225474834442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798551678657532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592651903629303,0,0,0,0,0,0,0,0,0,0,0,0,0.777383923530579,0,0,0,0,0,0,0,0
"Propionivibrio.01",0,0,0,0,0.600591659545898,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.530687391757965,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0,0,0,0,0,0,0.600591659545898,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,1,0,0,0,0.600591659545898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0.600591659545898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C.Betaproteobacteria.01",0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0.663421452045441,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0.701783835887909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663421452045441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522604286670685,0,0,0,0,0,0.5,0.669611871242523,0.625978887081146,0,0,0,0,0,0.721110284328461,0.721110284328461,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.663421452045441,0.669991612434387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bdellovibrio.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0.552544295787811,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721110284328461,0,0.552544295787811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromonas.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiobacterium.01",0,0,0,0,0.539383172988892,0,0,0,0,0.598916053771973,0,0,0.735931038856506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0.654941558837891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679971158504486,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530687391757965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
